timestamp_iso,status_code,latency_ms,error
2026-09-08T20:18:42.738957+00:00,201,32.651,
2026-09-08T20:18:42.739627+00:00,201,33.594,
2026-09-08T20:18:42.734516+00:00,201,40.332,
2026-09-08T20:18:42.739330+00:00,201,36.756,
2026-09-08T20:18:42.740852+00:00,201,36.707,
2026-09-08T20:18:42.739942+00:00,201,38.268,
2026-09-08T20:18:42.749988+00:00,201,30.728,
2026-09-08T20:18:42.761398+00:00,201,23.336,
2026-09-08T20:18:42.771618+00:00,201,29.498,
2026-09-08T20:18:42.773225+00:00,201,30.246,
2026-09-08T20:18:42.775019+00:00,201,30.575,
2026-09-08T20:18:42.776095+00:00,201,32.945,
2026-09-08T20:18:42.778213+00:00,201,32.947,
2026-09-08T20:18:42.772268+00:00,201,39.827,
2026-09-08T20:18:42.777565+00:00,201,35.316,
2026-09-08T20:18:42.783053+00:00,201,36.363,
2026-09-08T20:18:42.780725+00:00,201,39.837,
2026-09-08T20:18:42.784744+00:00,201,36.669,
2026-09-08T20:18:42.793950+00:00,201,28.316,
2026-09-08T20:18:42.801128+00:00,201,27.29,
2026-09-08T20:18:42.803479+00:00,201,25.926,
2026-09-08T20:18:42.805608+00:00,201,25.88,
2026-09-08T20:18:42.806238+00:00,201,26.295,
2026-09-08T20:18:42.809053+00:00,201,26.678,
2026-09-08T20:18:42.811166+00:00,201,28.208,
2026-09-08T20:18:42.812888+00:00,201,27.503,
2026-09-08T20:18:42.812100+00:00,201,29.458,
2026-09-08T20:18:42.816046+00:00,201,31.026,
2026-09-08T20:18:42.821418+00:00,201,26.856,
2026-09-08T20:18:42.820571+00:00,201,29.242,
2026-09-08T20:18:42.819423+00:00,201,31.17,
2026-09-08T20:18:42.822275+00:00,201,30.051,
2026-09-08T20:18:42.828428+00:00,201,29.014,
2026-09-08T20:18:42.829416+00:00,201,29.054,
2026-09-08T20:18:42.832546+00:00,201,28.52,
2026-09-08T20:18:42.831498+00:00,201,31.563,
2026-09-08T20:18:42.835739+00:00,201,28.406,
2026-09-08T20:18:42.827153+00:00,201,37.59,
2026-09-08T20:18:42.839381+00:00,201,28.653,
2026-09-08T20:18:42.840397+00:00,201,30.564,
2026-09-08T20:18:42.838204+00:00,201,33.927,
2026-09-08T20:18:42.841564+00:00,201,31.191,
2026-09-08T20:18:42.847091+00:00,201,28.79,
2026-09-08T20:18:42.848280+00:00,201,32.066,
2026-09-08T20:18:42.849822+00:00,201,32.274,
2026-09-08T20:18:42.850601+00:00,201,32.47,
2026-09-08T20:18:42.852332+00:00,201,32.961,
2026-09-08T20:18:42.851129+00:00,201,35.905,
2026-09-08T20:18:42.858477+00:00,201,30.225,
2026-09-08T20:18:42.857449+00:00,201,32.607,
2026-09-08T20:18:42.861072+00:00,201,31.968,
2026-09-08T20:18:42.863074+00:00,201,32.248,
