timestamp_iso,status_code,latency_ms,error
2026-09-21T00:27:40.984277+00:00,201,183.451,
2026-09-21T00:27:41.032485+00:00,201,188.939,
2026-09-21T00:27:41.082512+00:00,201,185.067,
2026-09-21T00:27:41.167867+00:00,201,105.877,
2026-09-21T00:27:41.132549+00:00,201,178.917,
2026-09-21T00:27:41.221449+00:00,201,115.571,
2026-09-21T00:27:41.182744+00:00,201,189.871,
2026-09-21T00:27:41.267602+00:00,201,113.986,
2026-09-21T00:27:41.273785+00:00,201,109.828,
2026-09-21T00:27:41.311495+00:00,201,105.6,
2026-09-21T00:27:41.235133+00:00,201,187.881,
2026-09-21T00:27:41.337060+00:00,201,112.353,
2026-09-21T00:27:41.282516+00:00,201,181.898,
2026-09-21T00:27:41.372660+00:00,201,105.466,
2026-09-21T00:27:41.383651+00:00,201,105.82,
2026-09-21T00:27:41.381633+00:00,201,114.858,
2026-09-21T00:27:41.417139+00:00,201,105.711,
2026-09-21T00:27:41.332906+00:00,201,199.339,
2026-09-21T00:27:41.423050+00:00,201,111.342,
2026-09-21T00:27:41.449448+00:00,201,114.224,
2026-09-21T00:27:41.384982+00:00,201,180.414,
2026-09-21T00:27:41.464449+00:00,201,105.073,
2026-09-21T00:27:41.478157+00:00,201,107.687,
2026-09-21T00:27:41.489485+00:00,201,102.605,
2026-09-21T00:27:41.496518+00:00,201,113.44,
2026-09-21T00:27:41.432762+00:00,201,187.534,
2026-09-21T00:27:41.522878+00:00,201,102.054,
2026-09-21T00:27:41.532288+00:00,201,108.867,
2026-09-21T00:27:41.534414+00:00,201,114.158,
2026-09-21T00:27:41.482154+00:00,201,179.611,
2026-09-21T00:27:41.565413+00:00,201,107.596,
2026-09-21T00:27:41.569535+00:00,201,107.167,
2026-09-21T00:27:41.563705+00:00,201,114.1,
2026-09-21T00:27:41.585857+00:00,201,110.036,
2026-09-21T00:27:41.592101+00:00,201,105.424,
2026-09-21T00:27:41.535223+00:00,201,179.405,
2026-09-21T00:27:41.609979+00:00,201,105.517,
2026-09-21T00:27:41.620350+00:00,201,106.007,
2026-09-21T00:27:41.624944+00:00,201,102.943,
2026-09-21T00:27:41.648590+00:00,201,100.324,
2026-09-21T00:27:41.641190+00:00,201,113.592,
2026-09-21T00:27:41.584005+00:00,201,185.3,
2026-09-21T00:27:41.661791+00:00,201,115.673,
2026-09-21T00:27:41.677819+00:00,201,103.901,
2026-09-21T00:27:41.676715+00:00,201,108.54,
2026-09-21T00:27:41.673037+00:00,201,117.482,
2026-09-21T00:27:41.697535+00:00,201,102.086,
2026-09-21T00:27:41.695905+00:00,201,109.861,
2026-09-21T00:27:41.632737+00:00,201,175.332,
2026-09-21T00:27:41.714638+00:00,201,104.063,
2026-09-21T00:27:41.715521+00:00,201,109.186,
2026-09-21T00:27:41.727896+00:00,201,99.993,
2026-09-21T00:27:41.726382+00:00,201,112.321,
2026-09-21T00:27:41.748932+00:00,201,102.005,
2026-09-21T00:27:41.754804+00:00,201,106.313,
2026-09-21T00:27:41.682251+00:00,201,183.168,
2026-09-21T00:27:41.769335+00:00,201,104.643,
2026-09-21T00:27:41.777503+00:00,201,102.471,
