timestamp_iso,status_code,latency_ms,error
2026-09-07T00:26:05.482274+00:00,200,84.885,
2026-09-07T00:26:05.510926+00:00,200,57.638,
2026-09-07T00:26:05.543456+00:00,200,43.017,
2026-09-07T00:26:05.567271+00:00,200,27.17,
2026-09-07T00:26:05.568554+00:00,200,26.532,
2026-09-07T00:26:05.577439+00:00,200,34.899,
2026-09-07T00:26:05.586476+00:00,200,27.062,
2026-09-07T00:26:05.595087+00:00,200,25.736,
2026-09-07T00:26:05.594444+00:00,200,27.142,
2026-09-07T00:26:05.612336+00:00,200,28.774,
2026-09-07T00:26:05.613535+00:00,200,29.498,
2026-09-07T00:26:05.621586+00:00,200,30.102,
2026-09-07T00:26:05.620817+00:00,200,34.218,
2026-09-07T00:26:05.610928+00:00,200,51.995,
2026-09-07T00:26:05.641107+00:00,200,39.435,
2026-09-07T00:26:05.643030+00:00,200,55.451,
2026-09-07T00:26:05.655054+00:00,200,46.624,
2026-09-07T00:26:05.651685+00:00,200,51.744,
2026-09-07T00:26:05.662921+00:00,200,49.696,
2026-09-07T00:26:05.644107+00:00,200,75.662,
2026-09-07T00:26:05.680543+00:00,200,49.454,
2026-09-07T00:26:05.677988+00:00,200,78.553,
2026-09-07T00:26:05.719759+00:00,200,42.591,
2026-09-07T00:26:05.698476+00:00,200,65.204,
2026-09-07T00:26:05.701683+00:00,200,64.289,
2026-09-07T00:26:05.703424+00:00,200,64.639,
2026-09-07T00:26:05.711541+00:00,200,58.594,
2026-09-07T00:26:05.729994+00:00,200,46.077,
2026-09-07T00:26:05.712611+00:00,200,67.078,
2026-09-07T00:26:05.756535+00:00,200,42.632,
2026-09-07T00:26:05.744278+00:00,200,58.195,
2026-09-07T00:26:05.762358+00:00,200,42.125,
2026-09-07T00:26:05.768047+00:00,200,38.906,
2026-09-07T00:26:05.763670+00:00,200,45.228,
2026-09-07T00:26:05.765960+00:00,200,44.596,
2026-09-07T00:26:05.770129+00:00,200,43.704,
2026-09-07T00:26:05.776068+00:00,200,40.486,
2026-09-07T00:26:05.779673+00:00,200,49.412,
2026-09-07T00:26:05.799168+00:00,200,42.33,
2026-09-07T00:26:05.804482+00:00,200,38.888,
2026-09-07T00:26:05.802464+00:00,200,44.338,
2026-09-07T00:26:05.776889+00:00,200,71.747,
2026-09-07T00:26:05.810552+00:00,200,39.267,
2026-09-07T00:26:05.806950+00:00,200,45.297,
2026-09-07T00:26:05.808893+00:00,200,46.074,
2026-09-07T00:26:05.813831+00:00,200,43.06,
2026-09-07T00:26:05.816552+00:00,200,45.915,
2026-09-07T00:26:05.841499+00:00,200,32.615,
2026-09-07T00:26:05.829079+00:00,200,46.921,
2026-09-07T00:26:05.843371+00:00,200,35.753,
2026-09-07T00:26:05.846799+00:00,200,37.102,
2026-09-07T00:26:05.811153+00:00,200,81.118,
2026-09-07T00:26:05.849818+00:00,200,52.786,
2026-09-07T00:26:05.848616+00:00,200,56.259,
2026-09-07T00:26:05.844204+00:00,200,62.855,
2026-09-07T00:26:05.852247+00:00,200,55.585,
2026-09-07T00:26:05.856887+00:00,200,53.242,
2026-09-07T00:26:05.874118+00:00,200,37.504,
